id_news,country,news,time,title_trans,type_news,cnn_prediction
ecuador_nytimes_2017_31,Ecuador,nytimes,2017-08-29,The 'feisbukero' divorce Rafael Correa and Lenin Moreno,global,polit
ecuador_nytimes_2017_33,Ecuador,nytimes,2017-11-21,Guantánamos floating ': The US offshore prison. UU.,global,polit
ecuador_nytimes_2017_36,Ecuador,nytimes,2017-12-16,Stop manipulating democracy online,global,polit
ecuador_nytimes_2017_38,Ecuador,nytimes,2017-04-07,A mudslide buried a Peruvian village and is a warning to ...,global,polit
ecuador_nytimes_2017_40,Ecuador,nytimes,2017-07-07,"Your daily summary: G20, riots and virtual reality",global,health
ecuador_nytimes_2017_41,Ecuador,nytimes,2017-06-16,"For Venezuela, unprecedented solution",global,polit
ecuador_nytimes_2017_42,Ecuador,nytimes,2017-06-24,"In Peru, an alternative to Machu Picchu still hidden",global,polit
ecuador_nytimes_2017_43,Ecuador,nytimes,2017-10-12,A magical day of soccer around the world,global,crime
ecuador_nytimes_2017_44,Ecuador,nytimes,2017-10-02,"Your summary of news: More than 59 dead in Las Vegas, Catalonia and ...",global,crime
ecuador_nytimes_2017_46,Ecuador,nytimes,2017-02-03,Danish chef looking to reinvent the Andean food,global,polit
ecuador_nytimes_2017_48,Ecuador,nytimes,2017-03-14,"Diego, the Galapagos ladies' man who saved his species of turtle ...",global,health
ecuador_nytimes_2017_49,Ecuador,nytimes,2017-06-19,Poor advertising noble causes,global,polit
ecuador_nytimes_2017_50,Ecuador,nytimes,2017-05-17,It is time for Latin America to pay off a debt to Venezuela,global,health
ecuador_nytimes_2017_51,Ecuador,nytimes,2017-10-11,Neymar and Messi lead the World Cup hope,global,economi
ecuador_nytimes_2017_53,Ecuador,nytimes,2017-03-30,"Gallery: Poverty and guerrillas in the Colombian Pacific, one ...",global,polit
ecuador_nytimes_2017_55,Ecuador,nytimes,2017-04-03,"In Colombia, they rush to find survivors of the mudslide ...",global,polit
ecuador_nytimes_2017_56,Ecuador,nytimes,2017-12-20,Odebrecht could cause the eclipse of Kuczynski,global,crime
ecuador_nytimes_2017_58,Ecuador,nytimes,2017-08-11,Is again protagonist Cristina,global,polit
ecuador_nytimes_2017_60,Ecuador,nytimes,2017-07-13,They fled gangs in Central America; They were killed in EE. UU.,global,polit
ecuador_nytimes_2017_62,Ecuador,nytimes,2017-03-20,"Amid avalanches and floods, Peru faces decades ...",global,crime
ecuador_nytimes_2017_64,Ecuador,nytimes,2017-01-07,52 places to visit in 2017,global,health
ecuador_nytimes_2017_66,Ecuador,nytimes,2017-03-02,"With a roar, the famous Italian volcano Etna erupts and da ...",global,polit
ecuador_nytimes_2017_67,Ecuador,nytimes,2017-01-29,The specter of corruption,global,economi
ecuador_nytimes_2017_69,Ecuador,nytimes,2017-07-16,Venezuelans flocked to vote against the reform ...,global,polit
ecuador_nytimes_2017_74,Ecuador,nytimes,2017-09-14,"Your News Summary: Discrepancies about DACA, protests ...",global,polit
ecuador_nytimes_2017_80,Ecuador,nytimes,2017-10-24,The new megafilántropos and objectives,global,crime
ecuador_nytimes_2017_81,Ecuador,nytimes,2017-12-01,Expectations and realities of the 32 teams football ...,global,polit
ecuador_nytimes_2017_82,Ecuador,nytimes,2017-07-04,How to stop pandemics before they start,global,polit
ecuador_nytimes_2017_86,Ecuador,nytimes,2017-10-07,The dilemma of immigrants to the independence of Catalonia,global,polit
ecuador_nytimes_2017_89,Ecuador,nytimes,2017-07-11,"Your summary of news: Ollanta Humala, Donald Trump Jr. and Mosul",global,polit
ecuador_nytimes_2017_90,Ecuador,nytimes,2017-08-29,"Your summary of news: Macron sees dictatorship in Venezuela, the ...",global,economi
ecuador_nytimes_2017_93,Ecuador,nytimes,2017-12-21,A rescue 8300 meters high,global,crime
ecuador_nytimes_2017_95,Ecuador,nytimes,2017-09-28,"Your summary of news: The crisis in Puerto Rico, the cost of ...",global,polit
ecuador_nytimes_2017_96,Ecuador,nytimes,2017-09-08,The greater magnitude earthquake in Mexico in nearly a century because ...,global,polit
ecuador_nytimes_2017_97,Ecuador,nytimes,2017-02-20,Cristina Fernandez de Kirchner: the paradoxes of politics and ...,global,polit
ecuador_nytimes_2017_99,Ecuador,nytimes,2017-10-13,Now accuse Maduro of collecting bribes to Odebrecht,global,crime
ecuador_nytimes_2018_0,Ecuador,nytimes,2018-02-04,Consultation in Ecuador: Moreno Correa consolidates his power and will not return ...,global,polit
ecuador_nytimes_2018_1,Ecuador,nytimes,2018-04-04,Ecuadorian journalists kidnapped three; two views on the ...,global,crime
ecuador_nytimes_2018_2,Ecuador,nytimes,2018-07-04,Why the Ecuadorian justice seeks to arrest the former president Rafael ...,global,crime
ecuador_nytimes_2018_3,Ecuador,nytimes,2018-08-14,A bus overturns in Ecuador and left twenty dead,global,sports
ecuador_nytimes_2018_5,Ecuador,nytimes,2018-01-11,Ecuador gives citizenship to Assange; Britain denied the status ...,global,sports
ecuador_nytimes_2018_6,Ecuador,nytimes,2018-07-25,Rafael Correa is a victim of the judicial system created,global,educ
ecuador_nytimes_2018_7,Ecuador,nytimes,2018-08-14,US Ambassador to Ecuador denies having threatened by ...,global,polit
ecuador_nytimes_2018_8,Ecuador,nytimes,2018-12-24,The Ecuadorian government decided to China for a dam that ...,global,health
ecuador_nytimes_2018_9,Ecuador,nytimes,2018-08-30,Venezuelans must help refugees,global,crime
ecuador_nytimes_2018_10,Ecuador,nytimes,2018-12-27,Lenin Moreno and cross sterile corruption,global,polit
ecuador_nytimes_2018_11,Ecuador,nytimes,2018-06-01,Does the Earth's tourism threatens Galapagos?,global,polit
ecuador_nytimes_2018_12,Ecuador,nytimes,2018-07-10,United States tried to stop the promotion of breastfeeding ...,global,sports
ecuador_nytimes_2018_21,Ecuador,nytimes,2018-12-14,"The links between Chapo and the FARC, exposed through a ...",global,health
ecuador_nytimes_2018_23,Ecuador,nytimes,2018-11-16,Julian Assange has been accused US secret,global,polit
ecuador_nytimes_2018_24,Ecuador,nytimes,2018-12-12,"Illegal mining 'is worse than ever', according to a study",global,crime
ecuador_nytimes_2018_27,Ecuador,nytimes,2018-08-12,"Santiago Peralta, moral chocolatier",global,crime
ecuador_nytimes_2018_28,Ecuador,nytimes,2018-05-11,In the jungle of Sarayaku everything it is 'alive and have spirit',global,polit
ecuador_nytimes_2018_29,Ecuador,nytimes,2018-08-13,I've never seen so much hate ': The despair of a migrant family,global,polit
ecuador_nytimes_2018_33,Ecuador,nytimes,2018-01-19,A perfect marriage: evangelicals and conservatives in Latin America,global,crime
ecuador_nytimes_2018_36,Ecuador,nytimes,2018-10-11,Your health or your green card: an impossible decision for immigrants,global,polit
ecuador_nytimes_2018_38,Ecuador,nytimes,2018-01-23,The slow disintegration of an immigrant family in the United States,global,sports
ecuador_nytimes_2018_40,Ecuador,nytimes,2018-10-23,"Microplastics reach your intestines, according to a study",global,corrupt
ecuador_nytimes_2018_42,Ecuador,nytimes,2018-11-06,Is the Latin American democracy can resist authoritarianism ...,global,economi
ecuador_nytimes_2018_43,Ecuador,nytimes,2018-01-08,Your summary of news: The end of the special protection ...,global,corrupt
ecuador_nytimes_2018_47,Ecuador,nytimes,2018-02-09,A Latin America without presidents,global,sports
ecuador_nytimes_2018_48,Ecuador,nytimes,2018-09-24,"Fantastic, rainy and somewhat lonely journey for Chile",global,sports
ecuador_nytimes_2018_49,Ecuador,nytimes,2018-06-07,The elusive and crucial work of international electoral observer,global,economi
ecuador_nytimes_2018_50,Ecuador,nytimes,2018-05-23,We are more thankless than we think,global,polit
ecuador_nytimes_2018_56,Ecuador,nytimes,2018-01-29,Evo Morales: A villain or historic leader? Bolivians discuss their ...,global,corrupt
ecuador_nytimes_2018_58,Ecuador,nytimes,2018-02-16,The wonders that houses the new Peruvian national park in the ...,global,crime
ecuador_nytimes_2018_59,Ecuador,nytimes,2018-01-04,National security of the United States expands the ...,global,crime
ecuador_nytimes_2018_60,Ecuador,nytimes,2018-05-21,"The next day, the crisis is still there",global,crime
ecuador_nytimes_2018_62,Ecuador,nytimes,2018-08-24,The ELN offers hostages to continue the dialogue with the new ...,global,economi
ecuador_nytimes_2018_67,Ecuador,nytimes,2018-02-19,"Cucuta, the Colombian city where thousands of Venezuelans come ...",global,polit
ecuador_nytimes_2018_68,Ecuador,nytimes,2018-07-13,The first World Cup is like first love ': World Cup memories,global,crime
ecuador_nytimes_2018_70,Ecuador,nytimes,2018-06-21,The man who trained to tell the World in Quechua,global,crime
ecuador_nytimes_2018_73,Ecuador,nytimes,2018-07-12,New York recognition in Latin American photographers,global,crime
ecuador_nytimes_2018_80,Ecuador,nytimes,2018-03-27,"Your summary of news: fujimorismo, signs of a cult and actions ...",global,sports
ecuador_nytimes_2018_83,Ecuador,nytimes,2018-10-04,Refugees and migrants tell their stories through photographs,global,crime
ecuador_nytimes_2018_85,Ecuador,nytimes,2018-06-11,All you need to know about the World Cup teams,global,polit
ecuador_nytimes_2018_88,Ecuador,nytimes,2018-12-12,Global warming already existed ... and wiped out almost all life,global,crime
ecuador_nytimes_2018_91,Ecuador,nytimes,2018-05-22,Another border dispute: what voices deserve to tell the stories of the ...,global,sports
ecuador_nytimes_2018_92,Ecuador,nytimes,2018-09-18,Costa Rica secrets behind a decorated luxury,global,economi
ecuador_nytimes_2018_96,Ecuador,nytimes,2018-05-22,"Madidi, Bolivia park that impresses with its biodiversity",global,polit
ecuador_theguardian_2015_37,Ecuador,theguardian,2015-03-21,"Scandals, protests, weak growth: Latin America's left is in retreat?",global,health
ecuador_theguardian_2015_66,Ecuador,theguardian,2015-12-30,"Recession, retrenchment, revolution? Impact of low prices on crude oil ...",global,polit
mexico_bbc_2015_0,Mexico,bbc,2015-07-12,"Mexico: Joaquin ""El Chapo"" Guzman returns to escape from jail",global,crime
mexico_bbc_2015_1,Mexico,bbc,2015-10-23,"Patricia hurricane threatens Mexico's Pacific coast with ""consequences ...",global,economi
mexico_bbc_2015_2,Mexico,bbc,2015-07-23,"Smack Gold Cup: Mexico Is the ""most unfriendly selection ...",global,crime
mexico_bbc_2015_3,Mexico,bbc,2015-07-28,"Miguel ""El Piojo"" Herrera is fired as coach of the ...",global,crime
mexico_bbc_2015_4,Mexico,bbc,2015-09-03,Mexico: the crisis that Peña Nieto did not call by name,global,crime
mexico_bbc_2015_5,Mexico,bbc,2015-09-18,"Mexico: return in ""delicate"" state six wounded in the attack ...",global,crime
mexico_bbc_2015_6,Mexico,bbc,2015-10-17,"What is the ""Golden Triangle"", the area where they carried out ...",global,crime
mexico_bbc_2015_7,Mexico,bbc,2015-09-07,Ayotzinapa: Mexico government insists that students were ...,global,crime
mexico_bbc_2015_8,Mexico,bbc,2015-11-06,Legalizing marijuana in Mexico: the strategy of the group ...,global,crime
mexico_bbc_2015_9,Mexico,bbc,2015-07-14,Mexico: laureate dies Joan Sebastian singer and songwriter,global,polit
mexico_bbc_2015_10,Mexico,bbc,2015-07-28,The bittersweet triumph of Mexico in the Gold Cup,global,religion
mexico_bbc_2015_12,Mexico,bbc,2015-08-21,"Mexico: exculpate Peña Nieto in the case ""White House""",global,economi
mexico_bbc_2015_13,Mexico,bbc,2015-08-03,Shocked by murder of journalist Ruben Espinosa in Ciudad ...,global,educ
mexico_bbc_2015_14,Mexico,bbc,2015-07-16,"Mexico: 120 seconds into the cell Joaquin ""El Chapo"" Guzman",global,polit
mexico_bbc_2015_15,Mexico,bbc,2015-09-18,Mexico: Argentine forensic identification of the second question ...,global,economi
mexico_bbc_2015_16,Mexico,bbc,2015-06-26,Mexico: they operate emergency gallbladder President Peña Nieto,global,economi
mexico_bbc_2015_17,Mexico,bbc,2015-08-18,How will Mexico Donald Trump to pay for the wall in the ...,global,polit
mexico_bbc_2015_18,Mexico,bbc,2015-07-16,Mexico: fails the first allocation of oil contracts ...,global,polit
mexico_bbc_2015_19,Mexico,bbc,2015-07-07,Why Mexico is pressed to win the Gold Cup,global,polit
mexico_bbc_2015_20,Mexico,bbc,2015-09-18,"Mexico: Why ""El Gil"" is key in the disappearance of ...",global,crime
mexico_bbc_2015_21,Mexico,bbc,2015-10-11,US defeats Mexico and qualifies for the Confederations Cup,global,crime
mexico_bbc_2015_22,Mexico,bbc,2015-10-22,"Mexico: dismantle the group responsible for the escape of Joaquin ""El ...",global,economi
mexico_bbc_2015_23,Mexico,bbc,2015-09-25,How the Volkswagen scandal may affect plant ...,global,crime
mexico_bbc_2015_24,Mexico,bbc,2015-08-21,Mexico: Ricardo Ferreti will be the interim coach selection,global,crime
mexico_bbc_2015_25,Mexico,bbc,2015-07-02,Why 100 years after the remains of Porfirio Diaz again ...,global,crime
mexico_bbc_2015_27,Mexico,bbc,2015-12-15,Mexico: are clandestine grave with 19 bodies in Guerrero,global,health
mexico_bbc_2015_28,Mexico,bbc,2015-11-02,The impressive shower of praise to Mexico who certified the success of ...,global,polit
mexico_bbc_2015_29,Mexico,bbc,2015-08-10,"Mexico: Miguel Angel Jimenez kill Blanco, who led activist ...",global,crime
mexico_bbc_2015_32,Mexico,bbc,2015-07-27,Mexico: research by 43 Ayotzinapa has discovered 60 graves,global,crime
mexico_bbc_2015_33,Mexico,bbc,2015-12-11,Government of Mexico authorizes 4 people to cultivate and smoking ...,global,crime
mexico_bbc_2015_35,Mexico,bbc,2015-12-03,Christmas controversial announcement that Coca Cola Mexico withdrew from ...,global,crime
mexico_bbc_2015_36,Mexico,bbc,2015-09-04,The 8 year old girl who has permission to use marijuana in Mexico,global,polit
mexico_bbc_2015_37,Mexico,bbc,2015-09-30,"Mexico extradites ""La Barbie"" and ""El Coss"" to the US",global,health
mexico_bbc_2015_38,Mexico,bbc,2015-10-15,Mexico: a hit man 14 years contacted by Facebook murders a ...,global,economi
mexico_bbc_2015_39,Mexico,bbc,2015-08-17,Mexico: the Commission denounces obstacles in investigating the case of ...,global,polit
mexico_bbc_2015_40,Mexico,bbc,2015-08-11,Mexico: Supreme Court invalidates state law prohibiting adoptions ...,global,economi
mexico_bbc_2015_41,Mexico,bbc,2015-09-27,"Mexico: three people sentenced to 1,500 years in prison for the case ...",global,economi
mexico_bbc_2015_42,Mexico,bbc,2015-07-02,"BP agrees to pay US $ 18,700 million for the oil spill in the ...",global,polit
mexico_bbc_2015_43,Mexico,bbc,2015-08-05,Mexico: identify the murdered Colombian with Ruben Espinosa,global,sports
mexico_bbc_2015_44,Mexico,bbc,2015-09-30,What message does Mexico with extradition to US of figures ...,global,crime
mexico_bbc_2015_45,Mexico,bbc,2015-10-23,Mexico: road tunnel are attributed to drug cartel The ...,global,crime
mexico_bbc_2015_47,Mexico,bbc,2015-12-14,Mexico: two men sentenced to 520 years in prison for the death ...,global,polit
mexico_bbc_2015_48,Mexico,bbc,2015-07-03,"Jacobo Zabludovsky dies, iconic television journalist ...",global,polit
mexico_bbc_2015_49,Mexico,bbc,2015-11-02,In Mexico rescued four fishermen who were shipwrecked on ...,global,corrupt
mexico_bbc_2015_50,Mexico,bbc,2015-07-01,Latin American absences threatening Miss Universe ...,global,crime
mexico_bbc_2015_52,Mexico,bbc,2015-12-30,"Ethan Couch, the ""young affluenza"", tries to stop his extradition to ...",global,crime
mexico_bbc_2015_53,Mexico,bbc,2015-10-13,"Mexicans who fear losing the commercial ""more agreement ...",global,economi
mexico_bbc_2015_54,Mexico,bbc,2015-11-19,"More Mexicans leave US that those who come, says report",global,educ
mexico_bbc_2015_55,Mexico,bbc,2015-10-22,Mexico: why comedian John Oliver mocks Peña Nieto?,global,economi
mexico_bbc_2015_56,Mexico,bbc,2015-12-28,"The year that ""El Chapo"" Guzman turned to leak and nothing changed ...",global,polit
mexico_bbc_2015_58,Mexico,bbc,2015-11-12,Mexican writer Fernando del Paso won the Cervantes Prize 2015,global,economi
mexico_bbc_2015_59,Mexico,bbc,2015-11-08,Cuba and Mexico signed an immigration agreement to combat trafficking ...,global,sports
mexico_bbc_2015_60,Mexico,bbc,2015-10-19,"What is the ""anti-injection Mexico"" taking migrants ...",global,polit
mexico_bbc_2015_61,Mexico,bbc,2015-09-30,Captured in Mexico a man who was a fugitive 24 years ...,global,polit
mexico_bbc_2015_62,Mexico,bbc,2015-11-30,Mexico: how much pay prisoners to survive in prison?,global,polit
mexico_bbc_2015_63,Mexico,bbc,2015-07-31,"San Nicolas de los Garza, Mexico City denouncing the ...",global,polit
mexico_bbc_2015_64,Mexico,bbc,2015-10-07,"Why the film ""Sicario"" angers both Ciudad Juarez?",global,crime
mexico_bbc_2015_65,Mexico,bbc,2015-07-15,The man who tells how Altiplano maximum prison ...,global,crime
mexico_bbc_2015_66,Mexico,bbc,2015-08-04,Within a narco tunnel crossing the border between Mexico and the United ...,global,crime
mexico_bbc_2015_67,Mexico,bbc,2015-06-24,Why Mexican avocados cause controversy in Costa Rica?,global,crime
mexico_bbc_2015_68,Mexico,bbc,2015-08-06,River Plate beat Tigres 3-0 and champion of the Copa Libertadores ...,global,crime
mexico_bbc_2015_69,Mexico,bbc,2015-10-16,"What are ""Magical Towns"" in Mexico and why everyone wants to be",global,corrupt
mexico_bbc_2015_70,Mexico,bbc,2015-11-23,What has not been told of the life of Mexican billionaire ...,global,crime
mexico_bbc_2015_72,Mexico,bbc,2015-09-21,Ecatepec: how to live in the worst place to be a woman around Mexico,global,polit
mexico_bbc_2015_73,Mexico,bbc,2015-09-19,"Mexico: the ""earthquake child"" in 1985 and his miraculous rescue",global,health
mexico_bbc_2015_74,Mexico,bbc,2015-11-27,What's behind the long war for US-Mexico tuna,global,sports
mexico_bbc_2015_75,Mexico,bbc,2015-08-19,So bet on Mexico by the model cardboard boxes baby ...,global,crime
mexico_bbc_2015_76,Mexico,bbc,2015-11-11,Mexico imprisons man accused of financing the escape of Joaquin ...,global,economi
mexico_bbc_2015_77,Mexico,bbc,2015-12-25,"Jorge Castaneda: ""Mexico has a pathetic international image""",global,economi
mexico_bbc_2015_78,Mexico,bbc,2015-07-28,Why Mexico is the country that consumes more bottled water in ...,global,polit
mexico_bbc_2015_79,Mexico,bbc,2015-12-30,Why Pemex sells gasoline in the US half the price ...,global,economi
mexico_bbc_2015_80,Mexico,bbc,2015-08-18,Mexico (and Latin America) may be worse for women who ...,global,crime
mexico_bbc_2015_81,Mexico,bbc,2015-09-30,"Pamela, the valedictorian at which no becan because he lives in ...",global,health
mexico_bbc_2015_82,Mexico,bbc,2015-08-25,"Who are the ""anchor babies"" that Trump wants to remove the ...",global,crime
mexico_bbc_2015_83,Mexico,bbc,2015-08-31,Yaquis fighters first water war in Mexico,global,polit
mexico_bbc_2015_84,Mexico,bbc,2015-07-26,Panama gets the third place in the Gold Cup by winning ...,global,sports
mexico_bbc_2015_85,Mexico,bbc,2015-09-17,The drama of women who disappear without a trace in Mexico,global,crime
mexico_bbc_2015_86,Mexico,bbc,2015-08-12,Everyday phrases that only understand Mexican,global,sports
mexico_bbc_2015_87,Mexico,bbc,2015-09-16,What do you remember the 1985 earthquake?,global,crime
mexico_bbc_2015_88,Mexico,bbc,2015-06-26,How did Mexico become the world's leading exporter of beer?,global,polit
mexico_bbc_2015_89,Mexico,bbc,2015-06-26,"Who is Adriana Almanza, the young Mexican who replied to ...",global,educ
mexico_bbc_2015_90,Mexico,bbc,2015-12-16,What is the haven of luxury shopping in Latin America?,global,polit
mexico_bbc_2015_93,Mexico,bbc,2015-09-19,How he was heard on the radio the 1985 Mexico City earthquake,global,crime
mexico_bbc_2015_94,Mexico,bbc,2015-11-19,The new definition of Mexico as Mexicans,global,polit
mexico_bbc_2015_95,Mexico,bbc,2015-07-15,Mexico: 5 questions to understand the historical end of the monopoly of ...,global,sports
mexico_bbc_2015_96,Mexico,bbc,2015-10-30,How it affects Mexico Pemex loses US $ 110 million a day,global,health
mexico_bbc_2015_97,Mexico,bbc,2015-06-26,Univisión breaks with Donald Trump and his Miss Universe ...,global,crime
mexico_bbc_2015_98,Mexico,bbc,2015-07-16,"Mexico: ""My name is Lilia Rodriguez and I have AIDS ...""",global,crime
mexico_bbc_2015_99,Mexico,bbc,2015-08-19,Who wins and who loses with the dollar's rise in Latin America?,global,economi
mexico_bbc_2016_0,Mexico,bbc,2016-08-31,"Donald Trump 10 phrases about Mexico and Mexicans that ""it ...",global,crime
mexico_bbc_2016_1,Mexico,bbc,2016-02-13,"Mexico, the country fractured by Pope arrives Francisco",global,crime
mexico_bbc_2016_2,Mexico,bbc,2016-01-09,"Mexico: what is known about the capture of Joaquin ""El Chapo"" Guzman",global,polit
mexico_bbc_2016_3,Mexico,bbc,2016-12-21,"Mexico: At least 35 dead, 12 missing and dozens of ...",global,economi
mexico_bbc_2016_4,Mexico,bbc,2016-01-14,"Mexico: what they reveal of ""El Chapo"" Guzman your conversations ...",global,polit
mexico_bbc_2016_5,Mexico,bbc,2016-08-07,Mexico: At least 38 people have been killed by landslides ...,global,polit
mexico_bbc_2016_6,Mexico,bbc,2016-05-09,"Mexico: the controversial new jail ""Chapo"" Guzman in City ...",global,health
mexico_bbc_2016_7,Mexico,bbc,2016-08-17,How does the struggle between drug cartels in Mexico ...,global,polit
mexico_bbc_2016_8,Mexico,bbc,2016-05-29,Mexico: Alan Pulido rescue footballer who had been kidnapped ...,global,health
mexico_bbc_2016_9,Mexico,bbc,2016-08-29,How Juan Gabriel became the world sung Mexican,global,polit
mexico_bbc_2016_11,Mexico,bbc,2016-04-21,Mexico: Pemex plant explosion leaves 24 dead in Veracruz and ...,global,economi
mexico_bbc_2016_12,Mexico,bbc,2016-03-15,Mexico City issues first warning of environmental pollution ...,global,economi
mexico_bbc_2016_13,Mexico,bbc,2016-04-25,Mexico: Experts say goodbye Ayotzinapa case and denounce ...,global,economi
mexico_bbc_2016_14,Mexico,bbc,2016-11-11,"Mexico breaks the ""Curse of Columbus"" and defeat the United States ...",global,crime
mexico_bbc_2016_15,Mexico,bbc,2016-01-05,Mexico: revealing the death of the mayor of Temixco ...,global,crime
mexico_bbc_2016_16,Mexico,bbc,2016-02-18,The 5 most important moments of the visit of Pope Francisco to ...,global,sports
mexico_bbc_2016_17,Mexico,bbc,2016-12-27,So was the massive party 15 years of Ruby in Mexico that ...,global,economi
mexico_bbc_2016_18,Mexico,bbc,2016-08-22,"¿ ""Error style"" or plagiarism? What the incident Peña Nieto in Mexico ...",global,polit
mexico_bbc_2016_19,Mexico,bbc,2016-09-07,Mexico: Finance Minister resigns after controversy over the visit ...,global,health
mexico_bbc_2016_21,Mexico,bbc,2016-09-21,What is known about the kidnapping and murder in Mexico of María Villar ...,global,crime
mexico_bbc_2016_22,Mexico,bbc,2016-06-15,"United States delivered to Mexico drug trafficker Hector ""El Guero ...",global,health
mexico_bbc_2016_23,Mexico,bbc,2016-11-18,Mexico says goodbye to the Copa Libertadores: 3 successes and 3 failures of his ...,global,crime
mexico_bbc_2016_24,Mexico,bbc,2016-09-06,"Newton hurricane makes landfall in western Mexico, leaving the ...",global,crime
mexico_bbc_2016_25,Mexico,bbc,2016-02-04,"Mexico: dictate order of ""presentation"" against Kate del Castillo for his ...",global,crime
mexico_bbc_2016_27,Mexico,bbc,2016-06-21,Eight dead and 50 wounded in clashes between teachers and police ...,global,polit
mexico_bbc_2016_28,Mexico,bbc,2016-11-17,Why in Mexico they believe that Democratic presidents ...,global,crime
mexico_bbc_2016_29,Mexico,bbc,2016-06-20,"The debacle of Juan Carlos Osorio, the coach of Mexico: from ""significant"" to ...",global,crime
mexico_bbc_2016_30,Mexico,bbc,2016-05-17,Mexico: President Enrique Peña Nieto proposes to legalize ...,global,economi
mexico_bbc_2016_32,Mexico,bbc,2016-07-19,"""White House,"" President of Mexico, Enrique Peña Nieto asks ...",global,crime
mexico_bbc_2016_33,Mexico,bbc,2016-02-10,"Mexico: found dead Anabel Flores, journalist kidnapped ...",global,polit
mexico_bbc_2016_34,Mexico,bbc,2016-10-25,"Enrique Peña Nieto: a president does not get up ""thinking how ...",global,crime
mexico_bbc_2016_35,Mexico,bbc,2016-06-05,Copa America: Mexico beats Venezuela 3-1 Uruguay and imposed a ...,global,sports
mexico_bbc_2016_36,Mexico,bbc,2016-04-19,"President of Mexico, Enrique Peña Nieto, proposed at the UN ...",global,crime
mexico_bbc_2016_37,Mexico,bbc,2016-09-19,Mexico: abduct and kill two priests in Veracruz,global,economi
mexico_bbc_2016_38,Mexico,bbc,2016-01-15,Mexico: stop in Spain to question former president of the PRI ...,global,crime
mexico_bbc_2016_39,Mexico,bbc,2016-12-06,PISA: What are the countries with the best education are ...,global,sports
mexico_bbc_2016_40,Mexico,bbc,2016-06-29,How Mexicans do not need a visa to benefit ...,global,health
mexico_bbc_2016_41,Mexico,bbc,2016-10-17,Mexico: they kill federal court cases against capos attending the ...,global,crime
mexico_bbc_2016_42,Mexico,bbc,2016-12-14,Which reveals the beating Olympic medalist Ana Gabriela ...,global,polit
mexico_bbc_2016_43,Mexico,bbc,2016-03-08,Mexico: President Peña Nieto Donald compares the speech ...,global,health
mexico_bbc_2016_44,Mexico,bbc,2016-12-28,"Mexico: What consequences will bring the ""gasolinazo"" the sharp rise ...",global,crime
mexico_bbc_2016_45,Mexico,bbc,2016-11-01,"The scandal of the ""model"" governors of Mexico that are now ...",global,crime
mexico_bbc_2016_47,Mexico,bbc,2016-12-27,4 Reasons why there are shortages of fuel ...,global,polit
mexico_bbc_2016_48,Mexico,bbc,2016-04-15,Mexico: Vicente Fernandez says goodbye to the stage,global,economi
mexico_bbc_2016_49,Mexico,bbc,2016-09-27,"The first baby born with ""three parents"" thanks to a controversial ...",global,crime
mexico_bbc_2016_50,Mexico,bbc,2016-08-29,Mexico: Universidad Panamericana confirms that Peña Nieto used ...,global,polit
mexico_bbc_2016_51,Mexico,bbc,2016-09-10,"The march ""unprecedented"" in Mexico against the legalization of ...",global,crime
mexico_bbc_2016_52,Mexico,bbc,2016-09-19,Why Mexico fails to curb the peso crash?,global,crime
mexico_bbc_2016_53,Mexico,bbc,2016-10-28,Mexico: the ingenious child who sells pies in Acapulco that it ...,global,polit
mexico_bbc_2016_54,Mexico,bbc,2016-11-01,5 things you may not know (or had forgotten) Day of the Dead ...,global,educ
mexico_bbc_2016_55,Mexico,bbc,2016-01-28,"How Mexico allowed the registration of the mark ""El Chapo""?",global,crime
mexico_bbc_2016_56,Mexico,bbc,2016-02-23,"The ""harsh conditions"" from his prison in Mexico denounces ""The ...",global,polit
mexico_bbc_2016_57,Mexico,bbc,2016-10-03,Mexico: identify suspects in the kidnapping and murder ...,global,crime
mexico_bbc_2016_58,Mexico,bbc,2016-12-07,"The party of 15 who were ""out of control"" in Mexico and that ...",global,polit
mexico_bbc_2016_59,Mexico,bbc,2016-04-15,"Mexico: surge ""second hypothesis"" about the disappearance of ...",global,economi
mexico_bbc_2016_60,Mexico,bbc,2016-04-22,Peña Nieto wants to decriminalize marijuana and other changes ...,global,polit
mexico_bbc_2016_61,Mexico,bbc,2016-02-08,Mexico: identify remains of two of the five young missing ...,global,economi
mexico_bbc_2016_62,Mexico,bbc,2016-12-26,Mexico: Christmas violent drug trade that left more than 20 ...,global,crime
mexico_bbc_2016_63,Mexico,bbc,2016-10-01,The dramatic eruption of the Colima Volcano Mexico summed up in 60 ...,global,polit
mexico_bbc_2016_65,Mexico,bbc,2016-03-27,"Mexico: stop the ""King Midas"", chief financial operator ...",global,polit
mexico_bbc_2016_66,Mexico,bbc,2016-08-19,Mexico: Federal Police accuse arbitrarily executed 22 ...,global,crime
mexico_bbc_2016_67,Mexico,bbc,2016-11-17,Mexico: find another pyramid in the great Mayan pyramid ...,global,economi
mexico_bbc_2016_68,Mexico,bbc,2016-11-13,United States: Donald Trump says deport up to 3 million ...,global,economi
mexico_bbc_2016_69,Mexico,bbc,2016-04-29,6 big questions left Ayotzinapa experts to ...,global,educ
mexico_bbc_2016_70,Mexico,bbc,2016-03-31,"Daphne Fernandez, the case of minor ""raped"" by four young ...",global,sports
